epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
25,2020-06-19,16,PB,Santo André,2513851,city,1,39.6668,0,0,0,0.0,2521,True,False
25,2020-06-19,29,PB,São Bentinho,2513927,city,16,353.27887,0,0,0,0.0,4529,True,False
25,2020-06-19,64,PB,São Bento,2513901,city,440,1292.93879,0,7,0,0.0159,34031,True,False
25,2020-06-19,4,PB,São Domingos do Cariri,2513943,city,1,38.24092,0,0,0,0.0,2615,True,False
25,2020-06-19,28,PB,São Francisco,2513984,city,7,206.36792,0,0,0,0.0,3392,True,False
25,2020-06-19,29,PB,São João do Cariri,2514008,city,21,500.11908,0,0,0,0.0,4199,True,False
25,2020-06-19,67,PB,São João do Rio do Peixe,2500700,city,28,155.26228,0,0,0,0.0,18034,True,False
25,2020-06-19,31,PB,São João do Tigre,2514107,city,1,22.6142,0,0,0,0.0,4422,True,False
25,2020-06-19,33,PB,São José da Lagoa Tapada,2514206,city,17,222.80472,0,0,0,0.0,7630,True,False
25,2020-06-19,35,PB,São José de Caiana,2514305,city,22,345.96635,0,0,0,0.0,6359,True,False
25,2020-06-19,50,PB,São José de Espinharas,2514404,city,5,106.79197,0,0,0,0.0,4682,True,False
25,2020-06-19,52,PB,São José de Piranhas,2514503,city,17,83.94647,0,1,0,0.0588,20251,True,False
25,2020-06-19,8,PB,São José de Princesa,2514552,city,0,,0,0,0,0.0,4003,True,False
25,2020-06-19,53,PB,São José do Bonfim,2514602,city,40,1124.54315,0,0,0,0.0,3557,True,False
25,2020-06-19,5,PB,São José do Brejo do Cruz,2514651,city,1,55.52471,0,0,0,0.0,1801,True,False
25,2020-06-19,40,PB,São José do Sabugi,2514701,city,100,2414.87563,0,1,0,0.01,4141,True,False
25,2020-06-19,32,PB,São José dos Cordeiros,2514800,city,3,82.69019,0,0,0,0.0,3628,True,False
25,2020-06-19,41,PB,São José dos Ramos,2514453,city,51,856.13564,0,0,0,0.0,5957,True,False
25,2020-06-19,33,PB,São Mamede,2514909,city,22,284.82651,0,2,0,0.0909,7724,True,False
25,2020-06-19,44,PB,São Miguel de Taipu,2515005,city,59,800.76004,0,1,0,0.0169,7368,True,False
25,2020-06-19,46,PB,São Sebastião de Lagoa de Roça,2515104,city,73,626.01835,0,2,0,0.0274,11661,True,False
25,2020-06-19,23,PB,São Sebastião do Umbuzeiro,2515203,city,4,114.64603,0,0,0,0.0,3489,True,False
25,2020-06-19,36,PB,São Vicente do Seridó,2515401,city,18,167.05336,0,0,0,0.0,10775,True,False
25,2020-06-19,69,PB,Sapé,2515302,city,364,691.68646,0,14,0,0.0385,52625,True,False
25,2020-06-19,78,PB,Serra Branca,2515500,city,13,94.89744,0,0,0,0.0,13699,True,False
25,2020-06-19,49,PB,Serra da Raiz,2515609,city,12,381.19441,0,0,0,0.0,3148,True,False
25,2020-06-19,20,PB,Serra Grande,2515708,city,2,68.75215,0,0,0,0.0,2909,True,False
25,2020-06-19,51,PB,Serra Redonda,2515807,city,88,1249.82247,0,0,0,0.0,7041,True,False
25,2020-06-19,38,PB,Serraria,2515906,city,20,327.92261,0,1,0,0.05,6099,True,False
25,2020-06-19,43,PB,Sertãozinho,2515930,city,27,537.42038,0,0,0,0.0,5024,True,False
25,2020-06-19,44,PB,Sobrado,2515971,city,54,693.81986,0,1,0,0.0185,7783,True,False
25,2020-06-19,38,PB,Solânea,2516003,city,114,431.70371,0,0,0,0.0,26407,True,False
25,2020-06-19,41,PB,Soledade,2516102,city,56,373.60731,0,0,0,0.0,14989,True,False
25,2020-06-19,10,PB,Sossêgo,2516151,city,4,112.51758,0,0,0,0.0,3555,True,False
25,2020-06-19,85,PB,Sousa,2516201,city,385,554.40355,0,2,0,0.0052,69444,True,False
25,2020-06-19,31,PB,Sumé,2516300,city,26,153.24767,0,0,0,0.0,16966,True,False
25,2020-06-19,41,PB,Tacima,2516409,city,42,384.93264,0,1,0,0.0238,10911,True,False
25,2020-06-19,67,PB,Taperoá,2516508,city,37,240.63476,0,1,0,0.027,15376,True,False
25,2020-06-19,30,PB,Tavares,2516607,city,20,135.81421,0,0,0,0.0,14726,True,False
25,2020-06-19,43,PB,Teixeira,2516706,city,38,250.6431,0,1,0,0.0263,15161,True,False
25,2020-06-19,26,PB,Tenório,2516755,city,7,228.90778,0,0,0,0.0,3058,True,False
25,2020-06-19,7,PB,Triunfo,2516805,city,1,10.57641,0,0,0,0.0,9455,True,False
25,2020-06-19,47,PB,Uiraúna,2516904,city,15,98.41228,0,1,0,0.0667,15242,True,False
25,2020-06-19,52,PB,Umbuzeiro,2517001,city,18,181.68971,0,1,0,0.0556,9907,True,False
25,2020-06-19,30,PB,Várzea,2517100,city,2,71.17438,0,0,0,0.0,2810,True,False
25,2020-06-19,31,PB,Vieirópolis,2517209,city,3,56.09574,0,0,0,0.0,5348,True,False
25,2020-06-19,38,PB,Vista Serrana,2505501,city,2,52.65929,0,0,0,0.0,3798,True,False
25,2020-06-19,4,PB,Zabelê,2517407,city,1,44.64286,0,0,0,0.0,2240,True,False
25,2020-06-18,29,PB,Água Branca,2500106,city,17,166.11296,0,2,0,0.1176,10234,False,False
25,2020-06-18,31,PB,Aguiar,2500205,city,3,53.19149,0,0,0,0.0,5640,False,False
25,2020-06-18,56,PB,Alagoa Grande,2500304,city,250,877.31611,0,6,0,0.024,28496,False,False
25,2020-06-18,58,PB,Alagoa Nova,2500403,city,108,518.01046,0,2,0,0.0185,20849,False,False
25,2020-06-18,46,PB,Alagoinha,2500502,city,261,1801.36655,0,1,0,0.0038,14489,False,False
25,2020-06-18,23,PB,Alcantil,2500536,city,6,109.24982,0,0,0,0.0,5492,False,False
25,2020-06-18,51,PB,Alhandra,2500601,city,258,1317.13294,0,7,0,0.0271,19588,False,False
25,2020-06-18,35,PB,Amparo,2500734,city,12,536.19303,0,0,0,0.0,2238,False,False
25,2020-06-18,30,PB,Aparecida,2500775,city,13,155.74458,0,0,0,0.0,8347,False,False
25,2020-06-18,52,PB,Araçagi,2500809,city,115,676.98829,0,0,0,0.0,16987,False,False
25,2020-06-18,35,PB,Arara,2500908,city,46,341.49963,0,0,0,0.0,13470,False,False
25,2020-06-18,28,PB,Araruna,2501005,city,23,113.23356,0,1,0,0.0435,20312,False,False
25,2020-06-18,55,PB,Areia,2501104,city,112,490.81905,0,1,0,0.0089,22819,False,False
25,2020-06-18,24,PB,Areia de Baraúnas,2501153,city,1,46.99248,0,0,0,0.0,2128,False,False
25,2020-06-18,37,PB,Areial,2501203,city,18,257.21635,0,1,0,0.0556,6998,False,False
25,2020-06-18,40,PB,Aroeiras,2501302,city,67,349.81465,0,0,0,0.0,19153,False,False
25,2020-06-18,25,PB,Assunção,2501351,city,20,501.25313,0,0,0,0.0,3990,False,False
25,2020-06-18,43,PB,Baía da Traição,2501401,city,112,1245.4131,0,1,0,0.0089,8993,False,False
25,2020-06-18,42,PB,Bananeiras,2501500,city,56,262.68881,0,0,0,0.0,21318,False,False
25,2020-06-18,21,PB,Baraúna,2501534,city,82,1676.20605,0,0,0,0.0,4892,False,False
25,2020-06-18,40,PB,Barra de Santana,2501575,city,38,454.59983,0,0,0,0.0,8359,False,False
25,2020-06-18,29,PB,Barra de Santa Rosa,2501609,city,15,97.5039,0,0,0,0.0,15384,False,False
25,2020-06-18,58,PB,Barra de São Miguel,2501708,city,5,82.83632,0,1,0,0.2,6036,False,False
25,2020-06-18,72,PB,Bayeux,2501807,city,631,651.32122,3,43,1,0.0681,96880,False,False
25,2020-06-18,38,PB,Belém,2501906,city,117,661.91446,0,1,0,0.0085,17676,False,False
25,2020-06-18,32,PB,Belém do Brejo do Cruz,2502003,city,6,81.7216,0,0,0,0.0,7342,False,False
25,2020-06-18,16,PB,Bernardino Batista,2502052,city,2,57.12654,0,0,0,0.0,3501,False,False
25,2020-06-18,23,PB,Boa Ventura,2502102,city,1,18.63586,0,0,0,0.0,5366,False,False
25,2020-06-18,34,PB,Boa Vista,2502151,city,46,652.38973,0,0,0,0.0,7051,False,False
25,2020-06-18,60,PB,Bom Jesus,2502201,city,2,78.09449,0,0,0,0.0,2561,False,False
25,2020-06-18,14,PB,Bom Sucesso,2502300,city,5,100.50251,0,0,0,0.0,4975,False,False
25,2020-06-18,20,PB,Bonito de Santa Fé,2502409,city,1,8.39137,0,0,0,0.0,11917,False,False
25,2020-06-18,55,PB,Boqueirão,2502508,city,73,410.02022,0,1,0,0.0137,17804,False,False
25,2020-06-18,43,PB,Borborema,2502706,city,2,38.00114,0,0,0,0.0,5263,False,False
25,2020-06-18,56,PB,Brejo do Cruz,2502805,city,47,332.81405,0,1,0,0.0213,14122,False,False
25,2020-06-18,14,PB,Brejo dos Santos,2502904,city,3,46.51884,0,0,0,0.0,6449,False,False
25,2020-06-18,56,PB,Caaporã,2503001,city,626,2867.87612,0,9,0,0.0144,21828,False,False
25,2020-06-18,28,PB,Cabaceiras,2503100,city,7,124.75495,0,0,0,0.0,5611,False,False
25,2020-06-18,79,PB,Cabedelo,2503209,city,1476,2179.04807,0,11,0,0.0075,67736,False,False
25,2020-06-18,31,PB,Cachoeira dos Índios,2503308,city,30,292.85435,0,1,0,0.0333,10244,False,False
25,2020-06-18,21,PB,Cacimba de Areia,2503407,city,7,190.11407,0,0,0,0.0,3682,False,False
25,2020-06-18,34,PB,Cacimba de Dentro,2503506,city,36,209.46064,0,0,0,0.0,17187,False,False
25,2020-06-18,28,PB,Cacimbas,2503555,city,28,390.35271,0,1,0,0.0357,7173,False,False
25,2020-06-18,49,PB,Caiçara,2503605,city,66,916.53937,0,1,0,0.0152,7201,False,False
25,2020-06-18,59,PB,Cajazeiras,2503704,city,279,450.05081,0,7,0,0.0251,61993,False,False
25,2020-06-18,42,PB,Cajazeirinhas,2503753,city,1,31.31851,0,0,0,0.0,3193,False,False
